type,conv_type,groups,c_in,h_in,w_in,k1,k2,c_out,h_out,w_out,MACs,Flash,latency,MACs/latency
eltwise,,,,,,,,80,12,12,11520,0,1.011,11394
pad,,,320,3,3,,,320,5,5,0,0,0.009,
conv2d,PointWise,1,192,12,12,1,1,128,12,12,3539072,25088,8.982,394018
conv2d,PointWise,1,48,10,10,1,1,112,10,10,537712,5824,1.83,293831
conv2d,PointWise,1,192,12,12,1,1,192,12,12,5308608,37632,13.546,391894
eltwise,,,,,,,,320,3,3,2880,0,0.254,11338
pad,,,24,56,56,,,24,58,58,0,0,0.195,
conv2d,PointWise,1,24,8,8,1,1,144,8,8,221328,4032,0.825,268276
conv2d,PointWise,1,144,8,8,1,1,24,8,8,221208,3552,0.465,475716
conv2d,PointWise,1,80,48,48,1,1,56,48,48,10321976,4704,23.315,442718
pad,,,88,6,6,,,88,8,8,0,0,0.008,
conv2d,PointWise,1,96,24,24,1,1,576,24,24,31851072,57600,76.134,418355
conv2d,PointWise,1,576,12,12,1,1,112,12,12,9289840,64960,19.734,470753
conv2d,PointWise,1,120,20,20,1,1,160,20,20,7680160,19840,18.878,406831
pad,,,144,32,32,,,144,34,34,0,0,0.287,
conv2d,PointWise,1,56,60,60,1,1,48,60,60,9676848,2880,24.878,388972
conv2d,PointWise,1,96,3,3,1,1,576,3,3,498240,57600,1.774,280856
pad,,,128,32,32,,,128,34,34,0,0,0.261,
conv2d,PointWise,1,576,3,3,1,1,144,3,3,746640,83520,2.105,354698
conv2d,PointWise,1,16,10,10,1,1,16,10,10,25616,320,0.104,246307
eltwise,,,,,,,,160,6,6,11520,320,0.196,58775
conv2d,PointWise,1,16,10,10,1,1,16,10,10,25616,320,0.101,253623
eltwise,,,,,,,,160,6,6,5760,0,0.507,11360
pad,,,160,6,6,,,160,8,8,0,0,0.015,
conv2d,PointWise,1,16,10,10,1,1,16,10,10,25616,320,0.101,253623
eltwise,,,,,,,,160,6,6,5760,0,0.505,11405
conv2d,PointWise,1,16,10,10,1,1,16,10,10,25616,320,0.101,253623
conv2d,PointWise,1,16,10,10,1,1,16,10,10,25616,320,0.143,179132
conv2d,PointWise,1,96,10,10,1,1,576,10,10,5530176,57600,12.017,460196
eltwise,,,,,,,,160,6,6,5760,0,0.504,11428
eltwise,,,,,,,,160,6,6,5760,0,0.503,11451
eltwise,,,,,,,,160,6,6,5760,0,0.503,11451
eltwise,,,,,,,,160,6,6,5760,0,0.114,50526
eltwise,,,,,,,,160,6,6,5760,0,0.103,55922
conv2d,PointWise,1,576,10,10,1,1,96,10,10,5529696,55680,14.177,390046
conv2d,PointWise,1,256,4,4,1,1,1536,4,4,6292992,399360,15.111,416451
conv2d,PointWise,1,1536,4,4,1,1,256,4,4,6291712,394240,16.45,382474
conv2d,PointWise,1,16,52,52,1,1,32,52,52,1384480,640,5.527,250493
eltwise,,,,,,,,160,6,6,5760,0,0.507,11360
eltwise,,,,,,,,160,6,6,5760,0,0.504,11428
eltwise,,,,,,,,160,6,6,5760,0,0.504,11428
eltwise,,,,,,,,160,6,6,5760,0,0.503,11451
conv2d,PointWise,1,256,13,13,1,1,208,13,13,8999120,54080,22.664,397066
pad,,,32,64,64,,,32,66,66,0,0,0.254,
conv2d,PointWise,1,80,14,14,1,1,480,14,14,7526880,40320,20.866,360724
conv2d,PointWise,1,480,14,14,1,1,96,14,14,9031776,46464,21.167,426691
conv2d,PointWise,1,32,16,16,1,1,192,16,16,1573056,6912,4.577,343687
conv2d,PointWise,1,192,16,16,1,1,32,16,16,1572896,6272,3.442,456971
eltwise,,,,,,,,104,16,16,53248,208,0.803,66311
conv2d,PointWise,1,8,20,20,1,1,48,20,20,153648,576,0.977,157265
eltwise,,,,,,,,104,16,16,26624,0,2.332,11416
pad,,,104,16,16,,,104,18,18,0,0,0.058,
conv2d,PointWise,1,48,20,20,1,1,8,20,20,153608,416,0.397,386921
eltwise,,,,,,,,104,16,16,26624,0,2.333,11411
conv2d,PointWise,1,64,48,48,1,1,64,48,48,9437248,4352,22.351,422229
conv2d,PointWise,1,88,10,10,1,1,264,10,10,2323464,24288,7.254,320301
conv2d,PointWise,1,264,10,10,1,1,88,10,10,2323288,23584,6.194,375086
eltwise,,,,,,,,104,16,16,26624,0,2.329,11431
eltwise,,,,,,,,104,16,16,26624,0,2.329,11431
eltwise,,,,,,,,104,16,16,26624,0,2.329,11431
eltwise,,,,,,,,104,16,16,26624,0,0.545,48851
eltwise,,,,,,,,104,16,16,26624,0,0.483,55122
conv2d,PointWise,1,128,6,6,1,1,384,6,6,1769856,50688,3.964,446482
conv2d,PointWise,1,384,6,6,1,1,192,6,6,2654400,74496,5.565,476981
